-3400.10, 891.10
-3400.10, 691.10
-3400.10, 491.10
-3400.10, 291.10
-3200.10, 291.10
-3200.10, 491.10
-3200.10, 691.10
-3200.10, 891.10
-3000.10, 891.10
-3000.10, 691.10
-3000.10, 491.10
-3000.10, 291.10
-3000.10, 91.10
-2800.10, 91.10
-2800.10, 291.10
-2800.10, 491.10
-2800.10, 691.10
-2800.10, 891.10
-2600.10, 891.10
-2600.10, 691.10
-2600.10, 491.10
-2600.10, 291.10
-2600.10, 91.10
-2400.10, 91.10
-2400.10, 291.10
-2400.10, 491.10
-2400.10, 691.10
-2400.10, 891.10
-2200.10, 891.10
-2200.10, 691.10
-2200.10, 491.10
-2200.10, 291.10
-2200.10, 91.10
-2000.10, -108.90
-2000.10, 91.10
-2000.10, 291.10
-2000.10, 491.10
-2000.10, 691.10
-2000.10, 891.10
-3446.80, 3183.20
-3246.80, 3183.20
-3246.80, 2983.20
-3246.80, 2783.20
-3246.80, 2583.20
-3246.80, 2383.20
-3046.80, 2383.20
-3046.80, 2583.20
-3046.80, 2783.20
-3046.80, 2983.20
-3046.80, 3183.20
-2846.80, 3183.20
-2846.80, 2983.20
-2846.80, 2783.20
-2846.80, 2583.20
-2846.80, 2383.20
-2646.80, 2383.20
-2646.80, 2583.20
-2646.80, 2783.20
-2646.80, 2983.20
-2646.80, 3183.20
-2446.80, 3383.20
-2446.80, 3183.20
-2446.80, 2983.20
-2446.80, 2783.20
-2446.80, 2583.20
-2446.80, 2383.20
-2246.80, 2183.20
-2246.80, 2383.20
-2246.80, 2583.20
-2246.80, 2783.20
-2246.80, 2983.20
-2246.80, 3183.20
-2246.80, 3383.20
-2046.80, 3183.20
-2046.80, 2983.20
-2046.80, 2783.20
-2046.80, 2583.20
-2046.80, 2383.20
-2046.80, 2183.20
5928.20, 2713.40
5928.20, 2513.40
5928.20, 2313.40
5928.20, 2113.40
6128.20, 1913.40
6128.20, 2113.40
6128.20, 2313.40
6128.20, 2513.40
6128.20, 2713.40
6328.20, 2713.40
6328.20, 2513.40
6328.20, 2313.40
6328.20, 2113.40
6328.20, 1913.40
6528.20, 1913.40
6528.20, 2113.40
6528.20, 2313.40
6528.20, 2513.40
6528.20, 2713.40
6728.20, 2713.40
6728.20, 2513.40
6728.20, 2313.40
6728.20, 2113.40
6728.20, 1913.40
6928.20, 1713.40
6928.20, 1913.40
6928.20, 2113.40
6928.20, 2313.40
6928.20, 2513.40
6928.20, 2713.40
7128.20, 2713.40
7128.20, 2513.40
7128.20, 2313.40
7128.20, 2113.40
7128.20, 1913.40
7128.20, 1713.40
7328.20, 1713.40
7328.20, 1913.40
7328.20, 2113.40
7328.20, 2313.40
7328.20, 2513.40
6074.50, 567.60
6074.50, 367.60
6074.50, 167.60
6074.50, -32.40
6274.50, -232.40
6274.50, -32.40
6274.50, 167.60
6274.50, 367.60
6274.50, 567.60
6474.50, 567.60
6474.50, 367.60
6474.50, 167.60
6474.50, -32.40
6474.50, -232.40
6674.50, -232.40
6674.50, -32.40
6674.50, 167.60
6674.50, 367.60
6674.50, 567.60
6874.50, 567.60
6874.50, 367.60
6874.50, 167.60
6874.50, -32.40
6874.50, -232.40
7074.50, -232.40
7074.50, -32.40
7074.50, 167.60
7074.50, 367.60
7074.50, 567.60
7274.50, 567.60
7274.50, 367.60
7274.50, 167.60
7274.50, -32.40
7274.50, -232.40
7474.50, -232.40
7474.50, -32.40
7474.50, 167.60
7474.50, 367.60
7474.50, 567.60
