-3722.20, -673.50
-3722.20, -873.50
-3722.20, -1073.50
-3722.20, -1273.50
-3522.20, -1473.50
-3522.20, -1273.50
-3522.20, -1073.50
-3522.20, -873.50
-3522.20, -673.50
-3322.20, -673.50
-3322.20, -873.50
-3322.20, -1073.50
-3322.20, -1273.50
-3322.20, -1473.50
-3122.20, -1473.50
-3122.20, -1273.50
-3122.20, -1073.50
-3122.20, -873.50
-3122.20, -673.50
-2922.20, -473.50
-2922.20, -673.50
-2922.20, -873.50
-2922.20, -1073.50
-2922.20, -1273.50
-2922.20, -1473.50
-2922.20, -1673.50
-2722.20, -1673.50
-2722.20, -1473.50
-2722.20, -1273.50
-2722.20, -1073.50
-2722.20, -873.50
-2722.20, -673.50
-2722.20, -473.50
-2522.20, -473.50
-2522.20, -673.50
-2522.20, -873.50
-2522.20, -1073.50
-2522.20, -1273.50
-2522.20, -1473.50
-2522.20, -1673.50
-4003.90, 1379.50
-4003.90, 1179.50
-4003.90, 979.50
-4003.90, 779.50
-3803.90, 579.50
-3803.90, 779.50
-3803.90, 979.50
-3803.90, 1179.50
-3803.90, 1379.50
-3603.90, 1779.50
-3603.90, 1379.50
-3603.90, 1179.50
-3603.90, 979.50
-3603.90, 779.50
-3603.90, 579.50
-3403.90, 579.50
-3403.90, 779.50
-3403.90, 979.50
-3403.90, 1179.50
-3403.90, 1379.50
-3403.90, 1779.50
-3203.90, 1779.50
-3203.90, 1379.50
-3203.90, 1179.50
-3203.90, 979.50
-3203.90, 779.50
-3203.90, 579.50
-3003.90, 579.50
-3003.90, 779.50
-3003.90, 979.50
-3003.90, 1179.50
-3003.90, 1379.50
-3003.90, 1779.50
-2803.90, 1779.50
-2803.90, 1379.50
-2803.90, 1179.50
-2803.90, 979.50
-2803.90, 779.50
-2803.90, 579.50
1755.20, 1358.30
1955.20, 2158.30
1955.20, 1958.30
1955.20, 1758.30
1955.20, 1558.30
1955.20, 1358.30
2155.20, 1358.30
2155.20, 1558.30
2155.20, 1758.30
2155.20, 1958.30
2355.20, 1958.30
2355.20, 1758.30
2355.20, 1558.30
2355.20, 1358.30
2555.20, 1358.30
2555.20, 1558.30
2555.20, 1758.30
2555.20, 1958.30
2555.20, 2158.30
2755.20, 2158.30
2755.20, 1958.30
2755.20, 1758.30
2755.20, 1558.30
2755.20, 1358.30
2955.20, 1358.30
2955.20, 1558.30
2955.20, 1758.30
2955.20, 1958.30
2955.20, 2158.30
3155.20, 2158.30
3155.20, 1958.30
3155.20, 1758.30
3155.20, 1558.30
3155.20, 1358.30
3355.20, 1358.30
3355.20, 1558.30
3355.20, 1758.30
3355.20, 1958.30
3555.20, 1558.30
2046.10, -629.40
2046.10, -429.40
2046.10, -229.40
2246.10, -29.40
2246.10, -229.40
2246.10, -429.40
2246.10, -629.40
2246.10, -829.40
2446.10, -829.40
2446.10, -629.40
2446.10, -429.40
2446.10, -229.40
2446.10, -29.40
2646.10, -29.40
2646.10, -229.40
2646.10, -429.40
2646.10, -629.40
2646.10, -829.40
2846.10, -829.40
2846.10, -629.40
2846.10, -429.40
2846.10, -229.40
2846.10, -29.40
3046.10, -29.40
3046.10, -229.40
3046.10, -429.40
3046.10, -629.40
3046.10, -829.40
3246.10, -829.40
3246.10, -629.40
3246.10, -429.40
3246.10, -229.40
3246.10, -29.40
3446.10, -29.40
3446.10, -229.40
3446.10, -429.40
3446.10, -629.40
3446.10, -829.40
3646.10, -629.40
3646.10, -429.40
3646.10, -29.40
